unique_internal_model_code,age_range,filtration_efficiency_percent,breathability_pascals,width_mm,height_mm,filter_type,style,strap_type,color,where_to_buy_url_1,where_to_buy_url_2,where_to_buy_url_3,image_url,filtration_efficiency_source,filtration_efficiency_notes,breatheability_pascals_source,breatheability_pascals_notes
Brave New Look Kids KN95 Mask,,98.3,145.0,,,KN95,Flat-Fold,Earloop,Blue,,,,//www.armbrustusa.com/cdn/shop/articles/670_brave_new_look_kids.jpg?v=1675894558,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Little Lives PPE LL95 Mini (Ages 2-12) Mask,,97.9,191.0,,,KN95,Flat-Fold,Earloop,Black,,,,//www.armbrustusa.com/cdn/shop/articles/KN95_-_682_-_Little_Lives_PPE_up.jpg?v=1642192601,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Little Lives PPE LL95 The Max,,99.85,152.0,,,KN95,Flat-Fold,Earloop,Black,,,,//www.armbrustusa.com/cdn/shop/articles/KN95_-_683_-_LL95_Max_up.jpg?v=1676403000,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Be Healthy Posh KF94 Kids Mask,,98.69,183.0,,,KF94,Boat,Earloop,Grey,https://www.amazon.com/Pack-10-Posh-KF94-Mask/dp/B0947FS9YB/ref=sr_1_2?dchild=1&keywords=posh+kn94+kids+mask&qid=1635140002&sprefix=posh+kn%2Caps%2C105&sr=8-2,,,//www.armbrustusa.com/cdn/shop/articles/684-Be_Healthy-KF94_up.jpg?v=1641846277,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Well Before Adults KF94 Style,,99.1,363.0,,,KN95,Boat,Earloop,White,https://wellbefore.com/products/kn95-mask-3d-style?variant=39286618423425,,,//www.armbrustusa.com/cdn/shop/articles/688_Well_Before_Adults_KF94_up.jpg?v=1641846093,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Vida - FDA Registered KF94 Kids Mask,,99.9,333.0,,,KF94,Boat,Earloop,Pink,,,,//www.armbrustusa.com/cdn/shop/articles/692vidakidskf94.jpg?v=1676401153,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Prestige Ameritech ProGear Respirator and Surgical Mask,,98.64,99.3,,,N95,Duckbill,Headstrap,White,https://www.armbrustusa.com/products/prestige-ameritech-progear-rp88020-n95-particulate-filter-respirator-and-surgical-mask?variant=39573911535749,,,//www.armbrustusa.com/cdn/shop/articles/753_prestige_ameritech.png?v=1676403537,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
1Med 4LPR1,,96.91,199.07,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Guangdong_Medical_Technology_Co.1MED-4LPR1_1.png?v=1676395215,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Anhui Jiabao Grey Protective Mask,,98.67,161.81,,,KN95,Flat-Fold,Earloop,Grey,,,,//www.armbrustusa.com/cdn/shop/articles/Anhui_Jinling_Plastics_Company_Limited1.png?v=1676394849,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HED	9501,,95.04,124.54,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Hangzhou_Biopharmaceutical_National_High-tech_Industrial_Base_Investment_Management_Co._Ltd._1.jpg?v=1676317527,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
MediConcepts	2676,,95.97,166.71,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Huizhou_RD_Plastic_Co._Ltd._02676_2.png?v=1676320323,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Wei Bang	KN95 Disposable Particulate Respirator,,97.89,98.16,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiangsu_Weibang_Medical_Products_Co._Ltd._1.png?v=1676395488,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dobu #201,,99.85,88.26,,,KF94,Boat,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/KM_Corporation_1.png?v=1676320913,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Liaoning Baosheng	KN95 Protective Mask,,96.07,136.31,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Liaoning_Baosheng_Medical_Technology_Co._Ltd._1.png?v=1676317799,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Shengjingtang	Medical Protective Mask N95,,96.71,74.53,,,N95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Liaoning_Shengjingtang_Biotechnology_Co._Ltd._1.png?v=1676394621,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite- 9500-N95; Lot# 061620,,95.86,119.64,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_b47ae534-bd85-4815-9acd-1eda7e1f8682.png?v=1676318458,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite- 9500-N95; Lot# 061520,,96.76,207.9,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_7577cc68-5875-451d-92c4-e6349493f5fc.png?v=1676319021,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
PureMSK	0401B,,96.82,145.14,,,KF94,Boat,Earloop,,,,,//www.armbrustusa.com/cdn/shop/articles/Nano_Filter_Inc._1.png?v=1676320814,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Shenfeng	KN95 Daily Protective Mask,,98.45,174.56,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Qidong_Shenfeng_Medical_Equipment_Co_Ltd1..png?v=1676394594,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Vitacore Can99,,99.74,72.57,,,N95,Flat-Fold,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/SAS_Safety_Corp_2_box.png?v=1676394534,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Minghang Dr. Dust 3-Dimensional Protective Mask,,99.81,90.22,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shandong_Minghang_Nonwoven_Products_Co._Ltd._box.png?v=1676320362,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Sino	D918,,97.15,69.63,,,N95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shandong_Sino_Medical_Equipment_Co._Ltd_6.png?v=1676394671,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dasheng DTC3B N95 White,,99.67,73.55,,,N95,Duckbill,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shanghai_Dasheng_Health_Products_Manufacture_Co._Ltd_2.png?v=1676394178,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dasheng DTC3B,,97.98,67.67,,,N95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shanghai_Dasheng_Health_Products_Manufacture_Co._Ltd._DTC3B.png?v=1676394161,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Huaxiang-Woolen Disposable Mask,,97.48,112.78,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shanghai_Huaxiang_Woolen_Dressing_Co._Ltd._Disposable_Mask.png?v=1676317288,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Facecode Mask NH-KN95,,98.34,144.16,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shenzhen_Dingwei_Optical_Technology_Co._Ltd._1.jpg?v=1675894362,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dr. Heal KN95,,95.12,118.66,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shenzhen_Dynamic8_Technology_Co._Ltd._1.png?v=1676321073,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
CandyCare OTB00094 KB95,,98.2,297.14,,,KN95,Flat-Fold,Earloop,Black,,,,//www.armbrustusa.com/cdn/shop/articles/Shenzhen_ZR_Alvarza_Health_Care_Ltd._1.jpg?v=1676394310,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Suncoo KN2003S,,99.18,169.66,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shenzhen_ZR_Alvarza_Health_Care_Ltd._KN2003S_1.jpg?v=1676395349,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Trust Loyalty Glory Epoch Network	Respiratory Face Mask,,98.29,128.47,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Trust_Loyalty_Glory_Epoch_Network_Technology_Co._Ltd._1.png?v=1676395444,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
3M 9205+ Aura: User Submission,,100.0,242.44,,,N95,Boat,Headstrap,White,https://www.amazon.com/3M-Aura-Particulate-Respirator-White/dp/B095DVPTCT/ref=sr_1_1,,,//www.armbrustusa.com/cdn/shop/articles/221-_Aura3m9205-N95_.HEIC_45147ac8-af13-4207-ba4a-99db77557e98.jpg?v=1676401244,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HOM KN95 Protective Face Mask,,98.18,300.0,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08FDZ7XDK/ref=ppx_od_dt_b_asin_title_s06?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/HOME.jpg?v=1676400003,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
MediMask KF94 Mask,,98.0,177.8,,,KF94,Boat,Earloop,White,http://kukjepharm.co.kr/,,,//www.armbrustusa.com/cdn/shop/articles/237_medi_mask.png?v=1676316776,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Indiana Face Masks A105 N95,,99.93,98.32,,,N95,Flat-Fold,Headstrap,White,https://www.armbrustusa.com/products/usa-made-n95-indiana-face-mask,,,//www.armbrustusa.com/cdn/shop/articles/IFM_69f9cc5c-d24b-4b90-8c77-bb834a200ae6.jpg?v=1676401274,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Generic KN95 Non-Medical Protective Mask,,99.35,162.0,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/508_generic.jpg?v=1641689187,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Allmed KN95 Mask,,99.87,151.96,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/511_-_Allmed_-_KN95.jpg?v=1675895782,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Outdoor Research N95 Face Mask,,99.61,104.56,,,N95,Flat-Fold,Earloop,White,https://www.outdoorresearch.com/us/n95-flat-fold-respirator,,,//www.armbrustusa.com/cdn/shop/articles/F20-N95-FlatFold-Package-NoColor-XXXXXX_0999_A.png?v=1675895794,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
American Bling KN95 Non-Medical Protective Mask,,99.69,138.5,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/516_american_bling.jpg?v=1675895843,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Yuikio KN95 Protective Mask,,99.79,127.2,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08P1DG76P/ref=ppx_od_dt_b_asin_title_s03?ie=UTF8&psc=1,,,https://cdn.shopify.com/s/files/1/0384/4145/1653/files/P1020875.jpg?v=1651612999,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HDX Home Depot H-950 N95 Mask,,99.47,106.96,,,N95,Cup,Headstrap,White,https://www.homedepot.com/p/HDX-N95-Respirator-Masks-M-L-10-Pack-H950/315303672,,,//www.armbrustusa.com/cdn/shop/articles/520_home_depot_n95.jpg?v=1675895830,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
BLSCODE Non-Medical Protective KN95 Mask,,99.82,102.3,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08CXBGK5L/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/523-_BLSCode_-_Kn95_1.jpg?v=1675894535,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Primacare KN95 5-Ply Face Mask,,97.81,120.7,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08923JK7H/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/525-_Primecare-KN95_1__heic.jpg?v=1676399971,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Yongjie KN95 Face Mask,,98.68,125.22,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B087433DTT/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/526_-_Yongjie_-_KN95_1__heic.jpg?v=1675895391,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
